Date,T,RH,Gas,Value,,
8/8/2016,30.70694439,41.35138894,HC,766.7833333,,
9/8/2016,30.58125005,42.06354143,HC,721.5166667,,
10/8/2016,26.29791672,56.64791669,HC,695.3694444,,
11/8/2016,26.48333329,58.03229195,HC,784.6083333,,
12/8/2016,29.10208327,46.35729172,HC,663.5,,
13/8/2016,28.04618069,50.14513885,HC,601.7666667,,
14/8/2016,-9.852430556,9.186111,HC,566.8055556,,
15/8/2016,31.54791663,43.88124975,HC,736.0666667,,
16/8/2016,31.4996528,46.00381931,HC,684.2083333,,
17/8/2016,30.73333337,47.58958312,HC,667.5166667,,
18/8/2016,29.80729161,44.46805574,HC,608.3,,
19/8/2016,29.95416667,41.79270834,HC,578.2833333,,
20/8/2016,29.8145833,37.76979164,HC,554.5416667,,
21/8/2016,30.07083328,30.23368044,HC,638.0583333,,
22/8/2016,30.39166657,33.84687499,HC,662.7833333,,
23/8/2016,29.84479149,37.4104167,HC,677.9,,
24/8/2016,32.2291666,41.39618071,HC,638.4611111,,
25/8/2016,30.6249999,45.25312513,HC,629.4833333,,
26/8/2016,26.79756945,37.68159721,HC,570.0416667,,
27/8/2016,27.54583343,38.43541664,HC,605.6583333,,
28/8/2016,28.00625006,34.8270834,HC,649.7583333,,
29/8/2016,27.98229158,35.98680556,HC,682.3444444,,
30/8/2016,28.61979161,42.14583331,HC,697.85,,
31/8/2016,-144.0729167,-138.6729166,HC,14.84166667,,
1/9/2016,-200,-200,HC,-160,,
2/9/2016,-0.613541524,9.307291667,HC,555.5,,
3/9/2016,27.52187505,45.0003471,HC,661.2138889,,
4/9/2016,27.07812508,46.15416656,HC,778.925,,
5/9/2016,27.29374997,46.17291683,HC,784.55,,
6/9/2016,27.05833326,42.09027763,HC,840.0666667,,
7/9/2016,28.91111118,38.07916653,HC,858.0555556,,
8/9/2016,29.9815971,37.22604163,HC,855.4222222,,
9/9/2016,30.36562512,34.64375009,HC,750.5666667,,
10/9/2016,29.2166666,27.22812498,HC,609.4666667,,
11/9/2016,26.64270835,36.39791676,HC,635.5833333,,
12/9/2016,18.04687496,23.66979166,HC,718.275,,
13/9/2016,-133.7322917,-133.684375,HC,182.55,,
14/9/2016,28.51354176,26.559375,HC,853.1666667,,
15/9/2016,27.9177084,30.60729175,HC,807.4833333,,
16/9/2016,27.21354163,35.54166665,HC,742.375,,
17/9/2016,24.65347222,55.25034718,HC,707.3305556,,
18/9/2016,26.26041663,49.9885418,HC,901.3583333,,
19/9/2016,25.20104174,55.95312484,HC,812.95,,
20/9/2016,22.84548604,67.76041664,HC,870.6527778,,
21/9/2016,21.42916662,61.10624981,HC,812.3833333,,
22/9/2016,21.79930564,48.52291677,HC,706.2666667,,
23/9/2016,24.01979162,38.86041657,HC,651.1,,
24/9/2016,24.82708341,43.92187508,HC,753.125,,
25/9/2016,25.56909711,43.26770825,HC,876.175,,
26/9/2016,24.71770825,47.61145834,HC,899.675,,
27/9/2016,24.61041661,51.27187512,HC,890.7083333,,
28/9/2016,25.49930545,50.7895834,HC,859.9388889,,
29/9/2016,21.1343751,58.60833327,HC,817.1,,
30/9/2016,17.85000003,40.98055555,HC,600.8555556,,
1/10/2016,18.42812505,42.44479167,HC,656.875,,
2/10/2016,19.01666665,42.4489582,HC,786.1916667,,
3/10/2016,19.89201383,42.38749986,HC,891.7138889,,
4/10/2016,20.99479166,44.05208321,HC,873.7916667,,
5/10/2016,21.28645837,53.09166674,HC,903.45,,
6/10/2016,12.82430561,49.38055555,HC,877.8527778,,
7/10/2016,22.81145833,57.38750005,HC,786.6583333,,
8/10/2016,23.00104174,56.39791669,HC,714.7472222,,
9/10/2016,22.17291661,56.58854143,HC,898.2166667,,
10/10/2016,23.16458323,53.54895834,HC,951.5833333,,
11/10/2016,22.77326385,55.64479168,HC,920.9222222,,
12/10/2016,23.12291672,54.55833348,HC,912.8166667,,
13/10/2016,23.28541664,54.93958334,HC,915.2083333,,
14/10/2016,24.88437497,54.79444427,HC,881.025,,
15/10/2016,22.0802083,66.91666694,HC,686.575,,
16/10/2016,19.92777779,67.12569449,HC,842.8777778,,
17/10/2016,17.74999986,57.20208327,HC,690.55,,
18/10/2016,15.38020831,54.92083335,HC,599.025,,
19/10/2016,17.79131955,55.77152803,HC,700.0666667,,
20/10/2016,18.32708336,64.6020834,HC,831.3833333,,
21/10/2016,17.41909724,62.10659717,HC,681.1333333,,
22/10/2016,17.96250003,55.39375011,HC,648.625,,
23/10/2016,17.346875,60.38124994,HC,903.9083333,,
24/10/2016,18.21423624,67.01631946,HC,973.1,,
25/10/2016,21.7166666,66.2187498,HC,1084.083333,,
26/10/2016,23.81875004,60.47291625,HC,970.2166667,,
27/10/2016,22.52916665,61.66041675,HC,951.5,,
28/10/2016,21.68020831,62.49895843,HC,863.5416667,,
29/10/2016,21.35486113,62.78784755,HC,777.6111111,,
30/10/2016,18.66145832,69.74895855,HC,999.4166667,,
31/10/2016,19.53125006,66.22187471,HC,994.625,,
1/11/2016,18.43124994,72.33854204,HC,842.3666667,,
2/11/2016,18.37604167,67.79062514,HC,864.5083333,,
3/11/2016,19.44791665,73.89583313,HC,815.825,,
4/11/2016,19.56145822,71.15937512,HC,873.2611111,,
5/11/2016,20.85416669,68.81979187,HC,750.9333333,,
6/11/2016,21.23437503,70.09270836,HC,875.5583333,,
7/11/2016,20.67083333,64.49583328,HC,1037.708333,,
8/11/2016,21.53541658,58.01666645,HC,865.15,,
9/11/2016,20.58506941,62.00381945,HC,967.9722222,,
10/11/2016,19.34166679,62.23333335,HC,943.0583333,,
11/11/2016,18.28229169,63.48229174,HC,827.4416667,,
12/11/2016,15.8802083,45.86006945,HC,598.2222222,,
13/11/2016,11.11666669,50.61666663,HC,678.4916667,,
14/11/2016,8.033333329,64.78402805,HC,760.0138889,,
15/11/2016,8.748958364,71.8145831,HC,674.5083333,,
16/11/2016,10.72187495,75.7052083,HC,848.925,,
17/11/2016,15.27881944,61.90729151,HC,686.475,,
18/11/2016,17.33125002,53.84270851,HC,695.4083333,,
19/11/2016,10.35208334,44.30729165,HC,419.5916667,,
20/11/2016,11.96180563,35.07222215,HC,620.7305556,,
21/11/2016,13.3072917,36.1989583,HC,740.9,,
22/11/2016,10.93923603,51.69340301,HC,859.1111111,,
23/11/2016,12.75208334,60.87499996,HC,878.6333333,,
24/11/2016,15.85833333,53.78125006,HC,811.4333333,,
25/11/2016,10.78958334,26.43229163,HC,727.3777778,,
26/11/2016,7.638541708,42.91354156,HC,685.9833333,,
27/11/2016,6.451041674,54.32500018,HC,991.7972222,,
28/11/2016,10.73125006,75.31354165,HC,1082.483333,,
29/11/2016,11.2416667,75.3218749,HC,927.075,,
30/11/2016,10.01909723,63.45590266,HC,880.2944444,,
1/12/2016,12.49479169,66.78749979,HC,1014.225,,
2/12/2016,13.76875008,75.31354133,HC,925.725,,
3/12/2016,10.64027779,72.66458346,HC,671.6,,
4/12/2016,13.77083334,67.2614584,HC,800.225,,
5/12/2016,12.99409725,71.59409714,HC,769.8027778,,
6/12/2016,10.89583326,76.99583324,HC,840.3333333,,
7/12/2016,14.47187495,71.2270836,HC,945.925,,
8/12/2016,15.24826383,76.96736124,HC,918.2638889,,
9/12/2016,12.48958331,81.10416667,HC,751.225,,
10/12/2016,12.41249999,71.88125002,HC,565.8666667,,
11/12/2016,15.36284729,63.71423611,HC,785.875,,
12/12/2016,14.86041673,60.48750007,HC,787.3083333,,
13/12/2016,14.34861109,64.53819454,HC,679.2222222,,
14/12/2016,14.53229172,55.37708342,HC,585.6833333,,
15/12/2016,14.28333337,29.6385417,HC,643.1083333,,
16/12/2016,13.43090277,31.1559027,HC,716.3694444,,
17/12/2016,9.973958358,51.62708356,HC,806.85,,
18/12/2016,10.10312505,56.78541676,HC,919.6416667,,
19/12/2016,-51.36319446,-11.95625007,HC,588.1277778,,
20/12/2016,-200,-200,HC,-160,,
21/12/2016,-200,-200,HC,-160,,
22/12/2016,-164.5104167,-154.5156251,HC,-0.166666667,,
23/12/2016,12.31354168,44.88437506,HC,691.425,,
24/12/2016,5.284027769,62.7534722,HC,747.2916667,,
25/12/2016,8.704166681,53.71979173,HC,602.5916667,,
26/12/2016,6.669097284,38.66493061,HC,691.3388889,,
27/12/2016,6.606250013,40.78333324,HC,696.0166667,,
28/12/2016,5.732291652,49.1031251,HC,886.675,,
29/12/2016,-36.02291666,4.436111079,HC,712.9166667,,
30/12/2016,10.26458336,69.8864586,HC,864.6583333,,
31/12/2016,12.04583332,74.79375013,HC,578.9666667,,
1/1/2017,12.55034719,65.45868052,HC,626.4555556,,
2/1/2017,11.33437498,64.53854171,HC,737.7583333,,
3/1/2017,10.31666662,59.11041665,HC,553.1361111,,
4/1/2017,9.783333321,40.56979156,HC,557.925,,
5/1/2017,9.349999999,39.33958326,HC,556.9333333,,
6/1/2017,6.872569472,50.8086805,HC,682.9472222,,
7/1/2017,-19.24791666,26.86874974,HC,542.7166667,,
8/1/2017,-200,-200,HC,-160,,
9/1/2017,-200,-200,HC,-160,,
10/1/2017,2.471875032,54.78541676,HC,824.7,,
11/1/2017,13.44895839,61.06354161,HC,649.0944444,,
12/1/2017,8.455208361,72.04166659,HC,771.975,,
13/1/2017,10.38541664,65.75729187,HC,790.6083333,,
14/1/2017,14.42847217,59.00347197,HC,657.9138889,,
15/1/2017,13.32083333,68.64062524,HC,825.7833333,,
16/1/2017,12.78958329,64.09270851,HC,857.9,,
17/1/2017,11.96215273,65.6829861,HC,908.5388889,,
18/1/2017,9.990625009,69.5625004,HC,834.875,,
19/1/2017,8.088541672,71.72951423,HC,866.5583333,,
20/1/2017,6.431250013,70.2010419,HC,781.8666667,,
21/1/2017,7.524999994,47.77812495,HC,599.4416667,,
22/1/2017,6.660069471,46.91527761,HC,807.1138889,,
23/1/2017,5.282291658,66.26875003,HC,862.9833333,,
24/1/2017,7.823958274,64.99409729,HC,582.0138889,,
25/1/2017,10.06875003,44.24999994,HC,757.825,,
26/1/2017,9.090625018,59.06979191,HC,944.6,,
27/1/2017,9.937152834,55.85138901,HC,884.3583333,,
28/1/2017,5.819791675,53.87812507,HC,636.1,,
29/1/2017,7.668750003,47.88333329,HC,609.4666667,,
30/1/2017,4.509027771,50.96909716,HC,489.0305556,,
31/1/2017,4.213541647,49.47708329,HC,508.8583333,,
1/2/2017,5.267708326,39.6149304,HC,562.65,,
2/2/2017,-55.51597223,-24.01041656,HC,347.4805556,,
3/2/2017,-14.27291667,28.56354173,HC,414.475,,
4/2/2017,4.848611129,37.832986,HC,458.9472222,,
5/2/2017,7.273958323,31.80937483,HC,751.8333333,,
15/3/2016,12.02083337,54.88333368,NO2,933.8,,
16/3/2016,9.833333318,64.06979144,NO2,1021.75,,
17/3/2016,11.29270837,51.10729162,NO2,881.375,,
18/3/2016,12.86631947,51.53090292,NO2,794.5277778,,
19/3/2016,16.01666662,48.84375006,NO2,800.8833333,,
20/3/2016,17.37083332,50.32083342,NO2,676.45,,
21/3/2016,18.62777777,44.82500007,NO2,751.3194444,,
22/3/2016,18.77291673,41.16562509,NO2,744.3416667,,
23/3/2016,17.76076395,44.08472221,NO2,720.8888889,,
24/3/2016,14.19479162,57.90416666,NO2,730.5416667,,
25/3/2016,15.85937502,52.1718752,NO2,774.6583333,,
26/3/2016,17.20486107,52.44340299,NO2,780.4333333,,
27/3/2016,17.36354167,44.8354166,NO2,849.7166667,,
28/3/2016,12.12256951,60.46979148,NO2,858.8194444,,
29/3/2016,11.66875,59.09791629,NO2,832.5333333,,
30/3/2016,11.63020832,58.79791677,NO2,899.3166667,,
31/3/2016,11.66770835,51.29513875,NO2,825.6888889,,
1/4/2016,12.58541664,46.54687486,NO2,836.725,,
2/4/2016,13.46354171,45.72604167,NO2,897.2916667,,
3/4/2016,13.39201392,37.65486115,NO2,955.2361111,,
4/4/2016,15.51145833,34.4552084,NO2,815.8,,
5/4/2016,13.57916671,55.03576361,NO2,812.2555556,,
6/4/2016,-11.42604168,19.74201385,NO2,596.3861111,,
7/4/2016,17.94479162,49.10416649,NO2,675.1916667,,
8/4/2016,19.12951387,45.6961806,NO2,689.925,,
9/4/2016,18.89166672,50.16041656,NO2,751.6833333,,
10/4/2016,16.86250006,53.94687498,NO2,701.6666667,,
11/4/2016,16.92222225,48.20763882,NO2,711.6527778,,
12/4/2016,14.31875002,54.71041652,NO2,872.0416667,,
13/4/2016,5.559027821,39.00763864,NO2,687.6805556,,
14/4/2016,-191.1645833,-188.8395833,NO2,-124.4666667,,
15/4/2016,15.08541665,49.17083333,NO2,779.0583333,,
16/4/2016,14.77430556,43.76250022,NO2,962.1277778,,
17/4/2016,12.19687499,52.97187511,NO2,1100.825,,
18/4/2016,13.06249996,53.05000003,NO2,790.9583333,,
19/4/2016,15.49236109,47.35243069,NO2,718.5833333,,
20/4/2016,14.82916668,51.21562497,NO2,651.2083333,,
21/4/2016,14.09826386,69.34062526,NO2,610.5527778,,
22/4/2016,15.54375006,64.27812509,NO2,768.575,,
23/4/2016,15.58750002,64.1427085,NO2,795.4166667,,
24/4/2016,13.6024306,67.43055564,NO2,754.9888889,,
25/4/2016,16.26562496,56.91250016,NO2,715.0416667,,
26/4/2016,19.09062506,44.99444461,NO2,692.125,,
27/4/2016,21.05416664,39.29687504,NO2,702.7083333,,
28/4/2016,21.22916664,39.14375009,NO2,638.2166667,,
29/4/2016,20.08159728,48.51840254,NO2,672.5361111,,
30/4/2016,15.61770836,41.1937501,NO2,1019.375,,
1/5/2016,16.80312501,38.55104178,NO2,914.5416667,,
2/5/2016,20.61215281,35.55208314,NO2,755.6833333,,
3/5/2016,21.08958334,42.77604159,NO2,634.2416667,,
4/5/2016,18.91388893,51.19513904,NO2,606.2166667,,
5/5/2016,17.98958333,66.56562523,NO2,585.575,,
6/5/2016,20.13437505,52.17812492,NO2,734.4,,
7/5/2016,19.58819454,49.55694434,NO2,764.2583333,,
8/5/2016,21.23749995,48.74270846,NO2,688.725,,
9/5/2016,18.01874993,66.27500014,NO2,687.9166667,,
10/5/2016,16.23402773,66.88749998,NO2,733.1138889,,
11/5/2016,14.31458333,62.78229145,NO2,792.7083333,,
12/5/2016,15.45520842,55.58888876,NO2,739.6194444,,
13/5/2016,14.28020836,59.31250008,NO2,817.1083333,,
14/5/2016,15.26041657,56.91770824,NO2,760.2166667,,
15/5/2016,17.94166672,50.46458309,NO2,686.3194444,,
16/5/2016,18.97083328,48.04999997,NO2,649.05,,
17/5/2016,17.21527775,56.31944438,NO2,622.7805556,,
18/5/2016,17.67083326,51.33124995,NO2,703.1,,
19/5/2016,21.81979166,37.30729163,NO2,651.0583333,,
20/5/2016,21.03923606,34.38993053,NO2,750.8638889,,
21/5/2016,22.35937495,34.83125005,NO2,808.0166667,,
22/5/2016,21.34583342,26.02083321,NO2,837.9166667,,
23/5/2016,23.74097229,30.98472227,NO2,709.7305556,,
24/5/2016,22.98958332,37.68958332,NO2,662.2416667,,
25/5/2016,23.64236111,37.434375,NO2,644.9555556,,
26/5/2016,23.47187508,34.728125,NO2,653.4583333,,
27/5/2016,22.04270838,42.35208337,NO2,634.1333333,,
28/5/2016,22.35659726,41.75972241,NO2,804.925,,
29/5/2016,19.94687499,25.6614582,NO2,969.5583333,,
30/5/2016,-23.92083335,-24.78645826,NO2,623.55,,
31/5/2016,-57.95173605,-61.50069437,NO2,480.75,,
1/6/2016,22.86354162,32.07499983,NO2,818.0833333,,
2/6/2016,21.33229167,41.12812505,NO2,787.3166667,,
3/6/2016,20.26875008,39.06319459,NO2,994.1694444,,
4/6/2016,23.71562495,31.28229173,NO2,969.75,,
5/6/2016,22.79687496,42.8687501,NO2,779.475,,
6/6/2016,20.33229162,66.14513891,NO2,717.375,,
7/6/2016,23.89166669,52.67499973,NO2,807.1333333,,
8/6/2016,23.30069434,45.93993062,NO2,766.7027778,,
9/6/2016,23.39479162,39.42916671,NO2,801.2333333,,
10/6/2016,23.87291668,45.05833336,NO2,780,,
11/6/2016,21.89756954,48.71250023,NO2,911.1361111,,
12/6/2016,25.5531249,37.70104178,NO2,735.875,,
13/6/2016,27.31979158,38.34479175,NO2,696.35,,
14/6/2016,29.43750014,35.84791675,NO2,642.675,,
15/6/2016,29.02500002,36.66875001,NO2,635.45,,
16/6/2016,28.42013885,29.57812509,NO2,680.7861111,,
17/6/2016,27.32499995,33.5625,NO2,715.325,,
18/6/2016,22.29479172,42.84166662,NO2,1010.508333,,
19/6/2016,22.18090278,43.88472217,NO2,948.1416667,,
20/6/2016,26.58645821,36.06458336,NO2,720.2416667,,
21/6/2016,25.94409713,41.97708328,NO2,657.9555556,,
22/6/2016,25.28854167,42.62395835,NO2,659.1333333,,
23/6/2016,28.23333327,38.00937502,NO2,660.175,,
24/6/2016,-68.06979167,-58.29687495,NO2,362.9722222,,
25/6/2016,-200,-200,NO2,-160,,
26/6/2016,-12.14895831,-5.416666528,NO2,560.5666667,,
27/6/2016,25.50833325,37.97465281,NO2,674.175,,
28/6/2016,27.21875006,36.50937488,NO2,629.1916667,,
29/6/2016,27.80069451,41.32569441,NO2,676.8972222,,
30/6/2016,27.8791667,33.69999992,NO2,667.1416667,,
1/7/2016,28.09479163,32.23749992,NO2,730.6916667,,
2/7/2016,31.23298599,33.67604156,NO2,737.0055556,,
3/7/2016,31.09375008,33.19270849,NO2,629.175,,
4/7/2016,31.12916656,37.05937487,NO2,584.9166667,,
5/7/2016,31.6069442,38.64548624,NO2,575.6333333,,
6/7/2016,30.44270831,39.68749998,NO2,592.65,,
7/7/2016,30.19444441,33.77569438,NO2,614.2888889,,
8/7/2016,28.71250006,31.89270826,NO2,693.075,,
9/7/2016,29.0666666,35.59062492,NO2,746.2583333,,
10/7/2016,29.55868045,31.00868064,NO2,642.0305556,,
11/7/2016,30.52916684,31.14791657,NO2,594.9,,
12/7/2016,32.38090279,25.41250008,NO2,578.2416667,,
13/7/2016,32.47395825,28.20208338,NO2,557.9416667,,
14/7/2016,28.99687495,31.21562501,NO2,641.1166667,,
15/7/2016,26.61805553,35.73472223,NO2,754.1388889,,
16/7/2016,25.76249993,36.09999996,NO2,798.8916667,,
17/7/2016,22.75104165,40.79166679,NO2,696.375,,
18/7/2016,24.89027771,34.71909715,NO2,659.0527778,,
19/7/2016,27.60000002,28.46874995,NO2,629.7083333,,
20/7/2016,27.85763887,32.60069442,NO2,620.3583333,,
21/7/2016,28.6270834,30.99166668,NO2,630.6833333,,
22/7/2016,29.82187498,29.22395834,NO2,661.7583333,,
23/7/2016,30.54652766,26.90138894,NO2,730.7722222,,
24/7/2016,31.1364583,28.80312522,NO2,599.9916667,,
25/7/2016,32.22083342,29.23333325,NO2,551.5333333,,
26/7/2016,32.36284722,30.81215281,NO2,564.6111111,,
27/7/2016,32.99791652,33.08750002,NO2,527.475,,
28/7/2016,32.55694447,31.85347212,NO2,550.7916667,,
29/7/2016,30.1135418,39.88125012,NO2,642.2,,
30/7/2016,26.76041659,49.76041667,NO2,832.125,,
31/7/2016,30.10104163,35.60937488,NO2,695.0777778,,
1/8/2016,28.01666655,32.47187497,NO2,705.6833333,,
2/8/2016,28.37916654,26.45729166,NO2,650.55,,
3/8/2016,29.45659715,28.30138885,NO2,615.375,,
4/8/2016,30.02187498,37.04375003,NO2,563.75,,
5/8/2016,21.46006959,28.20694435,NO2,583.2361111,,
6/8/2016,30.65312491,42.1208335,NO2,703.9166667,,
7/8/2016,30.53854175,43.63333317,NO2,615,,
8/8/2016,30.70694439,41.35138894,NO2,586.8777778,,
9/8/2016,30.58125005,42.06354143,NO2,614.4416667,,
10/8/2016,26.29791672,56.64791669,NO2,618.025,,
11/8/2016,26.48333329,58.03229195,NO2,558.5916667,,
12/8/2016,29.10208327,46.35729172,NO2,670.4916667,,
13/8/2016,28.04618069,50.14513885,NO2,723.8277778,,
14/8/2016,-9.852430556,9.186111,NO2,486.6583333,,
15/8/2016,31.54791663,43.88124975,NO2,598.3666667,,
16/8/2016,31.4996528,46.00381931,NO2,622.6833333,,
17/8/2016,30.73333337,47.58958312,NO2,659.5166667,,
18/8/2016,29.80729161,44.46805574,NO2,748.7638889,,
19/8/2016,29.95416667,41.79270834,NO2,763.375,,
20/8/2016,29.8145833,37.76979164,NO2,826.5916667,,
21/8/2016,30.07083328,30.23368044,NO2,751.3861111,,
22/8/2016,30.39166657,33.84687499,NO2,676.4333333,,
23/8/2016,29.84479149,37.4104167,NO2,648.9916667,,
24/8/2016,32.2291666,41.39618071,NO2,674.1305556,,
25/8/2016,30.6249999,45.25312513,NO2,684.9916667,,
26/8/2016,26.79756945,37.68159721,NO2,811.9694444,,
27/8/2016,27.54583343,38.43541664,NO2,767.05,,
28/8/2016,28.00625006,34.8270834,NO2,710.4416667,,
29/8/2016,27.98229158,35.98680556,NO2,653.4972222,,
30/8/2016,28.61979161,42.14583331,NO2,614.9083333,,
31/8/2016,-144.0729167,-138.6729166,NO2,82.01666667,,
1/9/2016,-200,-200,NO2,-160,,
2/9/2016,-0.613541524,9.307291667,NO2,566.8916667,,
3/9/2016,27.52187505,45.0003471,NO2,632.7638889,,
4/9/2016,27.07812508,46.15416656,NO2,567.7166667,,
5/9/2016,27.29374997,46.17291683,NO2,553.8,,
6/9/2016,27.05833326,42.09027763,NO2,542.7388889,,
7/9/2016,28.91111118,38.07916653,NO2,535.0583333,,
8/9/2016,29.9815971,37.22604163,NO2,527.0222222,,
9/9/2016,30.36562512,34.64375009,NO2,573.0833333,,
10/9/2016,29.2166666,27.22812498,NO2,780.8666667,,
11/9/2016,26.64270835,36.39791676,NO2,700.1666667,,
12/9/2016,18.04687496,23.66979166,NO2,582.6416667,,
13/9/2016,-133.7322917,-133.684375,NO2,92.99166667,,
14/9/2016,28.51354176,26.559375,NO2,761.1083333,,
15/9/2016,27.9177084,30.60729175,NO2,728.55,,
16/9/2016,27.21354163,35.54166665,NO2,704.25,,
17/9/2016,24.65347222,55.25034718,NO2,669.7361111,,
18/9/2016,26.26041663,49.9885418,NO2,584.8833333,,
19/9/2016,25.20104174,55.95312484,NO2,620.5916667,,
20/9/2016,22.84548604,67.76041664,NO2,566.5805556,,
21/9/2016,21.42916662,61.10624981,NO2,625.4416667,,
22/9/2016,21.79930564,48.52291677,NO2,784.2777778,,
23/9/2016,24.01979162,38.86041657,NO2,796.0083333,,
24/9/2016,24.82708341,43.92187508,NO2,659.6916667,,
25/9/2016,25.56909711,43.26770825,NO2,597.9027778,,
26/9/2016,24.71770825,47.61145834,NO2,569.7166667,,
27/9/2016,24.61041661,51.27187512,NO2,559.45,,
28/9/2016,25.49930545,50.7895834,NO2,570.4361111,,
29/9/2016,21.1343751,58.60833327,NO2,629.65,,
30/9/2016,17.85000003,40.98055555,NO2,902.0972222,,
1/10/2016,18.42812505,42.44479167,NO2,774.7833333,,
2/10/2016,19.01666665,42.4489582,NO2,650.8666667,,
3/10/2016,19.89201383,42.38749986,NO2,612.1416667,,
4/10/2016,20.99479166,44.05208321,NO2,599.7833333,,
5/10/2016,21.28645837,53.09166674,NO2,538.075,,
6/10/2016,12.82430561,49.38055555,NO2,456.6861111,,
7/10/2016,22.81145833,57.38750005,NO2,538.3583333,,
8/10/2016,23.00104174,56.39791669,NO2,600.1638889,,
9/10/2016,22.17291661,56.58854143,NO2,535.6166667,,
10/10/2016,23.16458323,53.54895834,NO2,514.6583333,,
11/10/2016,22.77326385,55.64479168,NO2,493.4555556,,
12/10/2016,23.12291672,54.55833348,NO2,492.3333333,,
13/10/2016,23.28541664,54.93958334,NO2,488.925,,
14/10/2016,24.88437497,54.79444427,NO2,473.0972222,,
15/10/2016,22.0802083,66.91666694,NO2,610.2916667,,
16/10/2016,19.92777779,67.12569449,NO2,564.5111111,,
17/10/2016,17.74999986,57.20208327,NO2,687.5833333,,
18/10/2016,15.38020831,54.92083335,NO2,812.3416667,,
19/10/2016,17.79131955,55.77152803,NO2,697.9638889,,
20/10/2016,18.32708336,64.6020834,NO2,584.2166667,,
21/10/2016,17.41909724,62.10659717,NO2,687.1,,
22/10/2016,17.96250003,55.39375011,NO2,741.4166667,,
23/10/2016,17.346875,60.38124994,NO2,558.225,,
24/10/2016,18.21423624,67.01631946,NO2,470.0833333,,
25/10/2016,21.7166666,66.2187498,NO2,396.3583333,,
26/10/2016,23.81875004,60.47291625,NO2,446.8166667,,
27/10/2016,22.52916665,61.66041675,NO2,464.8722222,,
28/10/2016,21.68020831,62.49895843,NO2,496.0916667,,
29/10/2016,21.35486113,62.78784755,NO2,544.5333333,,
30/10/2016,18.66145832,69.74895855,NO2,450.8166667,,
31/10/2016,19.53125006,66.22187471,NO2,465.8333333,,
1/11/2016,18.43124994,72.33854204,NO2,532.9444444,,
2/11/2016,18.37604167,67.79062514,NO2,539.925,,
3/11/2016,19.44791665,73.89583313,NO2,568.5333333,,
4/11/2016,19.56145822,71.15937512,NO2,508.1361111,,
5/11/2016,20.85416669,68.81979187,NO2,611.5,,
6/11/2016,21.23437503,70.09270836,NO2,483.4416667,,
7/11/2016,20.67083333,64.49583328,NO2,477.4416667,,
8/11/2016,21.53541658,58.01666645,NO2,523.225,,
9/11/2016,20.58506941,62.00381945,NO2,484.0083333,,
10/11/2016,19.34166679,62.23333335,NO2,495.125,,
11/11/2016,18.28229169,63.48229174,NO2,523.025,,
12/11/2016,15.8802083,45.86006945,NO2,813.4555556,,
13/11/2016,11.11666669,50.61666663,NO2,791.0083333,,
14/11/2016,8.033333329,64.78402805,NO2,669.7111111,,
15/11/2016,8.748958364,71.8145831,NO2,758.5416667,,
16/11/2016,10.72187495,75.7052083,NO2,544.2583333,,
17/11/2016,15.27881944,61.90729151,NO2,672.625,,
18/11/2016,17.33125002,53.84270851,NO2,640.1,,
19/11/2016,10.35208334,44.30729165,NO2,1342.95,,
20/11/2016,11.96180563,35.07222215,NO2,882.3111111,,
21/11/2016,13.3072917,36.1989583,NO2,728.375,,
22/11/2016,10.93923603,51.69340301,NO2,584.7805556,,
23/11/2016,12.75208334,60.87499996,NO2,516.3166667,,
24/11/2016,15.85833333,53.78125006,NO2,581.8333333,,
25/11/2016,10.78958334,26.43229163,NO2,757.4083333,,
26/11/2016,7.638541708,42.91354156,NO2,707.0916667,,
27/11/2016,6.451041674,54.32500018,NO2,515.5861111,,
28/11/2016,10.73125006,75.31354165,NO2,409.45,,
29/11/2016,11.2416667,75.3218749,NO2,473.5416667,,
30/11/2016,10.01909723,63.45590266,NO2,516.6,,
1/12/2016,12.49479169,66.78749979,NO2,455.0583333,,
2/12/2016,13.76875008,75.31354133,NO2,503.475,,
3/12/2016,10.64027779,72.66458346,NO2,667.45,,
4/12/2016,13.77083334,67.2614584,NO2,650.5833333,,
5/12/2016,12.99409725,71.59409714,NO2,785.5166667,,
6/12/2016,10.89583326,76.99583324,NO2,1192.225,,
7/12/2016,14.47187495,71.2270836,NO2,709.1916667,,
8/12/2016,15.24826383,76.96736124,NO2,476.0833333,,
9/12/2016,12.48958331,81.10416667,NO2,564.6416667,,
10/12/2016,12.41249999,71.88125002,NO2,766.4666667,,
11/12/2016,15.36284729,63.71423611,NO2,598.8888889,,
12/12/2016,14.86041673,60.48750007,NO2,631.4333333,,
13/12/2016,14.34861109,64.53819454,NO2,672.7027778,,
14/12/2016,14.53229172,55.37708342,NO2,965.6416667,,
15/12/2016,14.28333337,29.6385417,NO2,1161.616667,,
16/12/2016,13.43090277,31.1559027,NO2,687.6027778,,
17/12/2016,9.973958358,51.62708356,NO2,570.9166667,,
18/12/2016,10.10312505,56.78541676,NO2,614.65,,
19/12/2016,-51.36319446,-11.95625007,NO2,333.6472222,,
20/12/2016,-200,-200,NO2,-160,,
21/12/2016,-200,-200,NO2,-160,,
22/12/2016,-164.5104167,-154.5156251,NO2,-43.35,,
23/12/2016,12.31354168,44.88437506,NO2,761.95,,
